Gencod (EAN);IFLS;Désignation;Regle;Code. Fourn.;Fournisseur
3262470002206;S88681;220G EMMENTAL PORT BIO PDS FIXE    ;;00091479;VALMARTIN 
3123930612383;S38711;220G EMMENTAL PORT.ENTREMONT       ;Cde 250 Kg grop;00030819;ENTREMONT 
3412290028126;S64132;220G EMMENTAL PORT.PDS FIXE CREMIER;Cde 60 Kg grp;00097749;LAITA     
3560070194575;S72476;220G EMMENTAL PORTION CRFD         ;Cde 100 kg grop;00030819;ENTREMONT 
3228023060024;S58359;220G EMMENTAL PORTION NEUTRE       ;;00091647;LACTALIS  
3412290023800;S64051;220G EMMENTAL PORTION PAYSAN BRETON;Cde 60 Kg grp;00097749;LAITA     
3228022930205;474649;220G EMMENTAL PORTION PDT          ;;00091647;LACTALIS  
3123930312207;S00914;220G EMMENTAL PORTION REYBIER      ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930612215;T07494;220G+30G EMMENTAL FR ENTREMONT     ;Cde 250 Kg grop;00030819;ENTREMONT 
3270190218869;897382;250G EMMENTAL CRF                  ;;00088642;LOGIDIS FR
3123930612505;917067;250G EMMENTAL PORT.ENTREMONT       ;;00088642;LOGIDIS FR
3560070400676;T25118;250G EMMENTAL PORTION CRF          ;Cde 100 Kg grop;00030819;ENTREMONT 
3245390052544;979162;250G EMMENTAL PORTION G.JURY       ;Cde 100 Kg grp;00097749;LAITA     
3412290023640;S36547;250G EMMENTAL PORTION PB           ;Cde 60 Kg grp;00097749;LAITA     
3262470002503;T03137;250G EMMENTAL PORTION VALMARTIN    ;Cde 360 UC mini;00091479;VALMARTIN 
3228023940098;444772;275G EMMENTAL PORTION PDT DONT 10% ;;00091647;LACTALIS  
3412290023442;S20273;350G EMMENTAL PORTION P.BRETON  X15;Cde 60 Kg grp;00097749;LAITA     
3228024930050;S40599;400G EMMENTAL PORT.COEUR DE MEULE  ;;00091647;LACTALIS  
3245412387890;S10272;450G EMMENTAL PORTION CRF          ;;00091647;LACTALIS  
7617067013657;T92151;100G ROSETTE TETE DE MOINE AOC     ;Cde grp 50kg;00008628;MIFROMA   
3463342707537;T92140;200G EMMENTALER AOC SUISSE         ;Cde grp 50kg;00008628;MIFROMA   
3123930657025;S20576;200G GRUYERE SAVOIE PORTION        ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930617777;S97162;120G TR COMTE AOP TRANCHE FIN 8    ;;00030819;ENTREMONT 
3378108311012;S94500;200G COMTE +12M                    ;Cde 90 Kg grop;00099730;DESAILLY  
3123930650026;S07982;200G COMTE ENTREMONT               ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930650132;534222;200G COMTE FRUITE MED ENTREMON     ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930650149;534185;200G COMTE RUSTIQUE MED ENTREM     ;Cde 250 Kg grop;00030819;ENTREMONT 
3542860752011;312939;200G PORTION COMTE JURAFL.9M       ;;00088642;LOGIDIS FR
3123930656615;S69781;200G SAINT MONT DES ALPES          ;Cde 250 Kg grop;00030819;ENTREMONT 
3560070930036;738168;250G COMTE CARREFOUR               ;Cde 100 kg grop;00030819;ENTREMONT 
3228021020013;S66694;250G COMTE SELECTION PRESIDENT     ;;00091647;LACTALIS  
8710912045595;S88799;300G EDAM PORTION JEUNE KROON      ;Cde 60 Kg grp;00091794;LAITA     
3123930617364;S94554;150G ENTREMONT GOLD BQ 8TR         ;Cde 250 Kg grop;00030819;ENTREMONT 
8721800081625;S72741;200G TRANCHETTE LEERDAMMER X 8     ;;00005057;BEL FROMAG
8721800082110;S83270;250G LEERDAMMER PORTION            ;;00005057;BEL FROMAG
8721800021805;564237;250G LEERDAMMER PORTION ALLEGE     ;;00005057;BEL FROMAG
8721800081335;517233;250G LEERDAMMER TRANCHES           ;;00088642;LOGIDIS FR
3560070247530;162027;330G MAASDAM PORTION CRF           ;;00088642;LOGIDIS FR
8710912021063;S88802;330G MAASDAM PORTION JEUNE KROON   ;Cde 60 Kg grp;00091794;LAITA     
3216080072692;S76573;150G CUBE GOUDA CUMIN              ;Cde 60 Kg grp;00097749;LAITA     
3560070514458;S65729;200G GOUDA BIO TRANCHE BQ          ;;00091465;VERGEER   
3560070418176;S65727;200G GOUDA LIGHT TRANCHE CRF       ;;00091465;VERGEER   
8711842164134;S02004;200G GOUDDA CHEVRE PORT PDS FIXE   ;;00091794;LAITA     
8711842164110;S02003;200G GOUDDA MOUTARDE PORT PDS FIXE ;;00091794;LAITA     
8711842164097;S02005;200G GOUDDA OLIVE ET TOMATE PDS FI ;;00091794;LAITA     
8710866077888;S96415;20G GOUDA MINI BIO                 ;;00091465;VERGEER   
3560070799367;S43240;300G GOUDA PORTION IGP PORT CRF    ;;00091465;VERGEER   
3560070113392;S65724;300G GOUDA VIEUX TRANCHE CRF       ;;00091465;VERGEER   
8710912040279;S33195;325G GOUDA PORTION KROON           ;Cde 60 Kg grp;00091794;LAITA     
3216080072685;S76572;150G CUBE MIMOLETTE                ;Cde 60 Kg grp;00097749;LAITA     
3560070888665;717076;200G MIMOLETT.VIEILLE PORT.RDF     ;;00088642;LOGIDIS FR
3254550032289;S65606;200G MIMOLETTE EXTRA VIEILLE SV PF ;Cde 250€ grp;00097066;ISIGNY LAI
3254550038052;S03476;210G MIMOLETTE 1/2 VIEILLE PORT    ;Cde 250€ grp;00097066;ISIGNY LAI
3254550038045;S05336;210G MIMOLETTE JEUNE               ;Cde 250€ grp;00097066;ISIGNY LAI
3560070247592;S02009;290G MIMOLETTE JEUNE CRF           ;;00091647;LACTALIS  
8710912055112;S88801;310G MIMOLETTE JEUNE PORTION KROON ;Cde 60 Kg grp;00091794;LAITA     
3060922399177;067430;KG MIMOLETTE JEUNE 2/300G          ;;00088642;LOGIDIS FR
3123931664015;S52431;125G FONDU FUME FOREST             ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930632008;684918;200G BEAUFORT ENTREMONT            ;Cde 250 Kg grop;00030819;ENTREMONT 
3153406835008;445052;200G CANTAL JEUNE 45% CANTOREL     ;Cde mini 50 kg;00097718;FROMAGERIE
3454846842008;S40657;200G CANTAL JEUNE NEUTRE           ;Cde mini 50 kg;00097718;FROMAGERIE
3245390211095;631560;250G ABONDANCE AOP RDF             ;;00088642;LOGIDIS FR
5011069091552;137557;84G FICELLO NATURE                 ;;00088642;LOGIDIS FR
3760056264685;750035;100G GRAN RAPE CASA AZZURRA        ;;00088642;LOGIDIS FR
8000430395587;S66901;100G GRANA PADANO GALBANI          ;;00091716;LACTALIS  
3760056260069;554519;100G GRANA PADANO RAPE             ;;00088642;LOGIDIS FR
0000080390800;S48968;125G PARMAGGIO REGGIANO STICK      ;Cde 250 Kg grop;00030819;ENTREMONT 
3381571001663;427310;180G ISTARA AOC TRANCHE            ;;00091651;LACTALIS  
8000430388367;S51995;200G GRANA PADANO GALBANI 32%      ;;00091716;LACTALIS  
8000430388565;281274;200G PARMIGIANO REGGIANO BLOC      ;;00091716;LACTALIS  
3412290091823;S81025;20G FICELLO NATURE BATONNET IND.20G;Cde 60 Kg grp;00097749;LAITA     
3760056260076;775189;60G PARMIGIANO REGGIANO            ;;00088642;LOGIDIS FR
5011069171575;S81022;80G FICELLO SPAGHETTI EMMENTAL 4X20;Cde 60 Kg grp;00097749;LAITA     
5011069171582;S81010;80G FICELLO SPAGHETTI NATURE 4X20G ;Cde 60 Kg grp;00097749;LAITA     
3760056264692;113026;80G PARMIGIANO REGG.COPEAUX CA     ;;00088642;LOGIDIS FR
5011069171667;S81007;84G FICELLO EMMENTAL 4X21G         ;Cde 60 Kg grp;00097749;LAITA     
5011069171674;S81009;84G FICELLO EMMENTAL 8X21G         ;Cde 60 Kg grp;00097749;LAITA     
5011069171629;T40483;84G FICELLO NATURE 4X21G           ;Cde 60 Kg grp;00097749;LAITA     
5011069171643;S81008;84G FICELLO NATURE 8X21G           ;Cde 60 Kg grp;00097749;LAITA     
3337501212081;S19681;240G BABY REBLOCHON LA TOURNETTE AO;Cde 60 Kg grp;00097749;LAITA     
3222120003533;S59189;240G PETIT REBLOCHON DE SAVOIE AOC ;Cde 50kg grp;00097073;OUTREMER  
3294580201019;434039;240G PETIT REBLOCHON FRUITIER      ;;00091651;LACTALIS  
3195020013103;S07049;240G REBLOCHON BEULET              ;;00091649;LACTALIS  
3337501212234;S56702;450G REBLOCHON LA TOURNETTE        ;Cde 60 Kg grp;00097749;LAITA     
3337851000109;T58558;450G REBLOCHON THONES GM           ;Cde 50kg grp;00097073;OUTREMER  
3195020012007;S07050;450G REBLOCON BEULET               ;;00091649;LACTALIS  
3560070871933;650656;200G TOMME  PYR IGP CRF            ;;00088642;LOGIDIS FR
3153406461009;095415;200G TOMME NOIRE PYRENEES          ;Cde mini 50 kg;00097718;FROMAGERIE
3176580111546;S45747;280G TOMME FRUITEE LE RUSTIQUE     ;;00000333;SAVENCIA  
3222120003502;S22784;300G TOMME DE SAVOIE               ;Cde 50kg grp;00097073;OUTREMER  
5012004003128;S17805;100G STILTON BLEU POT PORCELAINE   ;Cde 90 Kg grop;00099730;DESAILLY  
3073780853927;S08601;120G PORT SALUT 6TR.               ;;00005057;BEL FROMAG
3090291389424;S79699;130G FOL EPI CARACTERE TRANCHE     ;;00000333;SAVENCIA  
3023260027010;650750;150G BRIN DE PAILLE LANQUETOT      ;;00091653;LACTALIS  
3090291389400;S81648;150G TRANCHE FOL EPI               ;;00000333;SAVENCIA  
3023260029731;004217;180G OS-IRATY ISTARA               ;;00088642;LOGIDIS FR
3073780865661;017305;185G PORT SALUT 1/8                ;;00005057;BEL FROMAG
3379760179750;S66955;200G COEUR BASQUE PUR VACHE        ;;00096769;ONITIK    
3379760179361;S66954;200G IZAR PUR VACHE PF             ;;00096769;ONITIK    
3412290054811;164831;200G LA BAGUETTE PAYSAN BRETON     ;Cde 60 Kg grp;00097749;LAITA     
3073780962315;651450;200G PORT SALUT TRANCHE            ;;00088642;LOGIDIS FR
3114270400105;T08732;200G SAINT PAULIN CELIA            ;;00091649;LACTALIS  
3523230037075;S06463;200G SAINT PAULIN MERCI CHEF       ;Cde 50 Kg grop;00000325;EURIAL POI
3023260022459;934788;220G PTIT BASQUE D ISTARA          ;;00091651;LACTALIS  
3114270400075;T12655;230G CHAUSSEE AUX MOINES 50%       ;;00091649;LACTALIS  
3273220021200;444979;275G MERZER 25% TRIBALLAT          ;Cde 100 Kg grp;00009292;TRIBALLAT 
3273220021019;442361;300G PETIT BRETON 45% TRIBAL       ;Cde 100 Kg grp;00009292;TRIBALLAT 
3073780868747;S72056;320G PORT SALUT 52% CR NATURELLE   ;FIN;00005057;BEL FROMAG
3560070323661;806914;340G PETIT SAINT PAULIN CRF        ;;00088642;LOGIDIS FR
3560070323661;S02007;340G ST PAULIN CRF                 ;;00091647;LACTALIS  
3245390204462;324036;480G MINI MONT D OR RDF            ;;00088642;LOGIDIS FR
3073781038767;996592;120G MINI BABYBEL CARACTERE X6     ;;00088642;LOGIDIS FR
3073780460262;S01001;200G BABYBEL 50%                   ;;00005057;BEL FROMAG
3560070719860;185217;200G FROMAGE ENROBE S/CIRE CRF     ;Cde 100 Kg grop;00030819;ENTREMONT 
3073780965828;S49978;100G MINI BABYBEL LIGHT X 5        ;;00005057;BEL FROMAG
3073780902366;S00983;120G MINI BABYBEL X 6              ;;00005057;BEL FROMAG
3073780538695;249965;131G MINI BONBEL X 5               ;;00005057;BEL FROMAG
3073780881999;451559;142G MINI BABYBEL CHEVRE X 6       ;;00005057;BEL FROMAG
3073780832717;560969;142G MINI BABYBEL JAUNE X6         ;;00005057;BEL FROMAG
3073780975049;S02976;200G MINI BABYBEL X10              ;;00005057;BEL FROMAG
3073780400862;444732;FILET 132G 6 MINI BABYBEL          ;;00088642;LOGIDIS FR
3073780225960;443101;FILET 264G 12 MINI BABYBEL         ;;00088642;LOGIDIS FR
3073780757416;051953;FILET 396G 18 MINI BABYBEL         ;;00088642;LOGIDIS FR
3262470000707;S48304;3X70G EMMENTAL RAPE                ;;00091479;VALMARTIN 
3245412384387;611317;3X70G EMMENTAL RAPE CRF            ;;00091647;LACTALIS  
3123930710737;423844;3X70G EMMENTAL RAPE ENTREMONT      ;Cde 250 Kg grop;00030819;ENTREMONT 
3245390487865;511936;3X70G EMMENTAL RAPE GRAND JURY     ;;00088642;LOGIDIS FR
3123930710720;430148;3X70G+1GT EMMENT.RAPE ENTREMT      ;;00030819;ENTREMONT 
3123930501014;S00801;70G EMMENTAL RAPE REYBIER          ;Cde 250 Kg grop;00030819;ENTREMONT 
3270190025474;834727;100G EMMENTAL RAPE BIO CRF         ;;00088642;LOGIDIS FR
3262470030193;S35009;100G EMMENTAL RAPE BIO FIN         ;;00091479;VALMARTIN 
3560070279722;519543;100G EMMENTAL RAPE CRF             ;;00088642;LOGIDIS FR
3123930711000;S74288;100G EMMENTAL RAPE ENTREMONT       ;Cde 250 Kg grop;00030819;ENTREMONT 
3262470000066;T19773;100G EMMENTAL RAPE FIN             ;Cde 360 UC mini;00091479;VALMARTIN 
3270190020066;522645;100G EMMENTAL RAPE GRAND CRU CRF   ;Cde 100 Kg grop;00030819;ENTREMONT 
3245390438300;888369;100G EMMENTAL RAPE GRAND JURY      ;Cde 100 Kg grp;00097749;LAITA     
3184030023547;S64129;100G EMMENTAL RAPE MA CREMIERE DE F;Cde 60 Kg grp;00097749;LAITA     
3184030008391;S58241;100G EMMENTAL RAPE PAYSAN BRETON   ;Cde 60 Kg grp;00097749;LAITA     
3228023910084;S32097;100G EMMENTAL RAPE PRESIDENT       ;;00091647;LACTALIS  
3123930502011;S00909;100G EMMENTAL RAPE REYBIER         ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930711543;S63872;150G EMMENTAL RAPE ZIP             ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930711574;429277;180G EMMENTAL RAPE DONT 20% GRAT   ;Cde 250 Kg grop;00030819;ENTREMONT 
3228022140086;057539;200G EMMENTAL RAPE 45% PDT         ;;00091647;LACTALIS  
3262470030209;S88684;200G EMMENTAL RAPE BIO             ;;00091479;VALMARTIN 
3560070927296;900775;200G EMMENTAL RAPE CRF BIO         ;;00088642;LOGIDIS FR
3270190207696;S67884;200G EMMENTAL RAPE CRF ZIP         ;Cde 100 kg grop;00030819;ENTREMONT 
3262470001018;S11096;200G EMMENTAL RAPE FIN             ;Cde 240 UC mini;00091479;VALMARTIN 
3245390420763;888373;200G EMMENTAL RAPE G.JURY          ;Cde 100 Kg grp;00097749;LAITA     
3123936130904;872859;200G EMMENTAL RAPE MEULE OR        ;Cde 250 Kg grop;00030819;ENTREMONT 
5400317213271;T09118;200G EMMENTAL RAPE NEUTRE          ;Cde 560 kg;00091817;KAASBRICK 
3184030003488;S31886;200G EMMENTAL RAPE PAYSAN BRETON   ;Cde 60 Kg grp;00097749;LAITA     
3560070379545;T24211;200G EMMENTAL RAPE PPB             ;;00091647;LACTALIS  
3123930503018;S00922;200G EMMENTAL RAPE REYBIER         ;Cde 250 Kg grop;00030819;ENTREMONT 
3262470052317;S48305;200G EMMENTAL RAPE SALADE          ;;00091479;VALMARTIN 
3228022940129;433646;220G EMMENTAL RAPE PRESIDENT DONT 1;;00091647;LACTALIS  
3123930713233;S03121;325G EMMENTAL RAPE ENTREMONT DONT 1;Cde 250 Kg grop;00030819;ENTREMONT 
3560070843671;S55249;350G EMMENTAL RAPE CRF ZIP         ;Cde 100 kg grop;00030819;ENTREMONT 
3412290023916;S33863;350G EMMENTAL RAPE PAYSAN BRETON   ;Cde 60 Kg grp;00097749;LAITA     
3181746136325;447460;3X100G EMMENTAL RAPE MEULE D OR    ;Cde 250 Kg grop;00030819;ENTREMONT 
3412290020724;S15135;350G FROMAGE RAPE ALLEGE CREMIERE D;Cde 60 Kg grp;00097749;LAITA     
3270190207689;796653;500G EMMENTAL FRANCAIS RAP.CRF     ;;00088642;LOGIDIS FR
3560070843701;S55250;500G EMMENTAL FRANCAIS RAPE CRF ZIP;Cde 100 kg grop;00030819;ENTREMONT 
3262470030278;S88685;500G EMMENTAL RAPE BIO             ;;00091479;VALMARTIN 
3262470000509;S11097;500G EMMENTAL RAPE FIN             ;Cde 720 UC mini;00091479;VALMARTIN 
3181746130996;S03483;500G EMMENTAL RAPE MEULE D OR      ;Cde 250 Kg grop;00030819;ENTREMONT 
8595021603719;S44994;500G EMMENTAL RAPE NEUTRE UE       ;;00091647;LACTALIS  
3123930505012;S03722;500G EMMENTAL RAPE REYBIER         ;Cde 250 Kg grop;00030819;ENTREMONT 
3262470052843;S48306;500G EMMENTAL RAPE SALADE          ;;00091479;VALMARTIN 
3412290026238;T93382;1KG EMMENTAL RAPE                  ;Cde 60 Kg grp;00097749;LAITA     
3262470030186;S88682;1KG EMMENTAL RAPE BIO              ;;00091479;VALMARTIN 
3428200320860;S56754;1KG EMMENTAL RAPE BRIDEL x10       ;;00091649;LACTALIS  
3451790933349;S84590;1KG EMMENTAL RAPE DE FRANCE        ;Cde 300 kg;00099203;ELVIR     
3262470051716;S02933;1KG EMMENTAL RAPE FIN  **          ;Cde 560 UC mini;00091479;VALMARTIN 
5410298060528;S83504;1KG EMMENTAL RAPE FIN VB           ;;00098141;VACHE BLEU
3176580104135;T72860;1KG EMMENTAL RAPE FRANCAIS         ;Cde mini 2 pal;00096682;CHEESE ING
3123939458944;T78057;1KG EMMENTAL RAPE FRANCAIS RESTAURA;Cde 250 Kg grop;00030819;ENTREMONT 
3262470010034;S94573;1KG EMMENTAL RAPE GROS FIL         ;Cde 560 UC mini;00091479;VALMARTIN 
3181784000084;T51685;1KG EMMENTAL RAPE NEUTRE **        ;Cde 250 Kg grop;00030819;ENTREMONT 
5400317212960;T97216;1KG EMMENTAL RAPE NEUTRE **        ;Cde 560 kg;00091817;KAASBRICK 
3184030003389;S43468;1KG EMMENTAL RAPE PAYSAN BRETON x10;Cde 60 Kg grp;00097749;LAITA     
3560070470501;T91842;1KG EMMENTAL RAPE PP BLANC         ;Cde 100 kg grop;00091647;LACTALIS  
3228022940013;S53230;1KG EMMENTAL RAPE PRESIDENT        ;;00091647;LACTALIS  
3228023940210;S60472;1KG EMMENTAL RAPE SANS MARQUE 28%MG;;00091647;LACTALIS  
3262470010003;S07980;1KG EMMENTAL RAPE STANDARD         ;;00091479;VALMARTIN 
3262470051976;S67139;1KG EMMENTAL RAPE STD NEUTRE ECRU  ;;00091479;VALMARTIN 
3262470051860;S77749;1KG FROMAGE GRATIN PIZZA           ;Cde 560 UC mini;00091479;VALMARTIN 
3048970307375;S04834;1KG FROMAGE RAPE CUISINA           ;Cde 250 Kg grop;00030819;ENTREMONT 
3560070910458;S73230;150G FROM.RAPE SPEC GRATIN CRF     ;Cde 100 Kg grop;00030819;ENTREMONT 
3123930503025;S00911;200G EMMENTAL RAPE SPECIAL GRATIN  ;Cde 250 Kg grop;00030819;ENTREMONT 
3412290031423;S44110;200G EMMENTAL RAPE SPECIAL GRATIN P;Cde 60 Kg grp;00097749;LAITA     
3123930640034;205990;125G SPECIAL PIZZA IDEE            ;Cde 250 Kg grop;00030819;ENTREMONT 
3123930640041;S22270;125G SPECIAL SALADE                ;Cde 250 Kg grop;00030819;ENTREMONT 
3560070910489;S73237;150G RAPE SPECIAL PATES CRF        ;Cde 100 kg grop;00030819;ENTREMONT 
3560070910519;S73238;150G RAPE SPECIAL SALADE CRF       ;Cde 100 kg grop;00030819;ENTREMONT 
3412290001853;S96382;200G EMMENTAL RAPE SPECIAL PIZZA   ;Cde 60 Kg grp;00097749;LAITA     
3560070506491;S73239;200G MELANGE FROMAGE RAPES CRF     ;Cde 100 kg grop;00030819;ENTREMONT 
3262470051969;S88683;240G EMMENTAL BIO TRANCHETTE 120GX2;;00091479;VALMARTIN 
3412290001860;S96383;80G GRANA PADANO SPECIAL PATE RAPE ;Cde 60 Kg grp;00097749;LAITA     
3428203194307;S68604;100X20 COEUR DE NONETTE            ;;00091647;LACTALIS  
3428200319444;S96193;100X20G COEUR DE DAME 45%MG        ;;00091647;LACTALIS  
3228021960845;S31468;100X20G EMMENTAL PORT PDT          ;;00091647;LACTALIS  
3428200319451;S27788;100X20G GOUDA PORT. PDT            ;;00091647;LACTALIS  
3123930661213;S04336;100X20G PORT.IND.GOUDA MEULE D OR  ;Cde 250 Kg grop;00030819;ENTREMONT 
3428200309681;S96192;100X20G ST PAULIN 45%MG            ;;00091647;LACTALIS  
3428200309650;S27790;100X20G TOMME NOIRE                ;;00091647;LACTALIS  
3492843543009;T24607;100X30G PORT.IND. COMTE            ;Cde mini 50 kg;00097718;FROMAGERIE
3492843544006;T24602;100X30G PORT.IND.BLEU DOUCEUR      ;Cde mini 50 kg;00097718;FROMAGERIE
3492843540008;T24603;100X30G PORT.IND.CANTAL JEUNE      ;Cde mini 50 kg;00097718;FROMAGERIE
3492843542002;T24604;100X30G PORT.IND.COEUR CENDRE      ;Cde mini 50 kg;00097718;FROMAGERIE
3492843547007;T24608;100X30G PORT.IND.EDAM              ;Cde mini 50 kg;00097718;FROMAGERIE
3492843537008;T24609;100X30G PORT.IND.EMMENTAL          ;Cde mini 50 kg;00097718;FROMAGERIE
3492843541005;T24610;100X30G PORT.IND.FOURME AMBERT     ;Cde mini 50 kg;00097718;FROMAGERIE
3492843546000;T24611;100X30G PORT.IND.GOUDA             ;Cde mini 50 kg;00097718;FROMAGERIE
3492843545003;T24612;100X30G PORT.IND.MILANETTE         ;Cde mini 50 kg;00097718;FROMAGERIE
3492843538005;T24613;100X30G PORT.IND.SAINT NECTAIRE    ;Cde mini 50 kg;00097718;FROMAGERIE
3492843548004;T24615;100X30G PORT.IND.SAINT PAULIN      ;Cde mini 50 kg;00097718;FROMAGERIE
3492843551004;T24616;100X30G PORT.IND.TOMME BLANCHE     ;Cde mini 50 kg;00097718;FROMAGERIE
3492843539002;T24617;100X30G PORT.IND.TOMME NOIRE       ;Cde mini 50 kg;00097718;FROMAGERIE
3492843549001;T24614;100X30G PORT.IND.TOMME NR PYRE     ;Cde mini 50 kg;00097718;FROMAGERIE
3428200306345;S27785;120X20G CREME FONDU COUPELLE PDT   ;;00091647;LACTALIS  
3499490090887;T73036;120X20G DOMALAITE PORTION RHF      ;;00091114;DOMALAIT  
3499490090825;443472;120X20G EDAM PORTION RHF           ;;00091114;DOMALAIT  
3499490090849;443469;120X20G EMMENTAL PORTION RHF       ;;00091114;DOMALAIT  
3228024150175;S88679;150G EMMENTAL COEUR MEULE PDT TR   ;;00091647;LACTALIS  
3228024150168;S88680;150G EMMENTAL GD AFFINE PDT TR     ;;00091647;LACTALIS  
3123930665068;402721;16G COMTE PORTION ENTREMONT 45%    ;Cde 250 Kg grop;00030819;ENTREMONT 
3412290037012;S29021;17G EDAM PORTION                   ;Cde 60 Kg grp;00097749;LAITA     
3412290031409;S29022;17G EMMENTAL PORTION               ;Cde 60 Kg grp;00097749;LAITA     
3304190000497;S90671;17G EMMENTAL PORTION MON VILLAGE   ;Cde 60 Kg grp;00097749;LAITA     
3412290037005;S29023;17G GOUDA PORTION                  ;Cde 60 Kg grp;00097749;LAITA     
3560070997084;125183;200G TRANCHE EMMENTAL BIO CRF      ;;00088642;LOGIDIS FR
3492845462001;S66977;20G EDAM BIO PORTION X100          ;Cde mini 50 kg;00097718;FROMAGERIE
3492845461004;S66975;20G EMMENTAL BIO PORTIONX10        ;Cde mini 50 kg;00097718;FROMAGERIE
3760019791050;S07973;20G EMMENTAL BIO PORTIONX100 2KG   ;;00097106;PALAIS    
3492845464005;S66976;20G GOUDDA BIO PORTION X100        ;Cde mini 50 kg;00097718;FROMAGERIE
3155250354575;S27781;240X16,6G RONDELE COUPELLE AIL&FH  ;;00091649;LACTALIS  
3155250354568;S27777;240X16,6G RONDELE COUPELLE NATURE  ;;00091649;LACTALIS  
3155250354582;S27782;240X16,6G RONDELE COUPELLE NOIX    ;;00091649;LACTALIS  
3161710001187;S01078;25G CAMEMBERT PORTION GERARD RHF   ;;00000333;SAVENCIA  
3560070845644;532259;280G ST NECTAIRE AOP RDF           ;;00088642;LOGIDIS FR
3412290094459;T64922;30G CAMEMBERT PORT.VRAC PB         ;Cde 60 Kg grp;00097749;LAITA     
