"00724","00724","1","IMPORT","","0.0","","2","RHF","STE CAVE PRODUIT REU"
"00725","00725","1","IMPORT","","0.0","","2","RHF","ICIBEX.............."
"00726","00726","1","IMPORT","","0.0","","2","RHF","ISIGNY SAINTE MERE.."
"00727","00727","1","IMPORT","","0.0","","2","RHF","CALIXTE............."
"00728","00728","1","IMPORT","","0.0","","2","RHF","BONGRAIN (PROD DE LA"
"00729","00729","1","IMPORT","","0.0","","2","RHF","BACCALADERA (PIEJOS)"
"00730","00730","1","IMPORT","","0.0","","2","RHF","PATISSERIE INDUSTRI"
"00731","00731","1","IMPORT","","0.0","","2","RHF","VALLEE.............."
"00732","00732","1","IMPORT","","0.0","","2","RHF","MONTAGNE NOIRE......"
"00733","00733","1","IMPORT","","0.0","","2","RHF","AUBERVAL............"
"00734","00734","1","IMPORT","","0.0","","2","RHF","SCOFF..............."
"00735","00735","1","ASP","","0.0","","2","RHF","MARGARINE ANTILLAISE"
"00736","00736","1","IMPORT","","0.0","","2","RHF","RAMON"
"00737","00737","1","IMPORT","","0.0","","2","RHF","MERIMONT"
"00738","00738","1","IMPORT","","0.0","","2","RHF","HARRY'S"
"00739","00739","1","IMPORT","","0.0","","2","RHF","PATISSERIE IMPORT"
"00740","00740","1","IMPORT","","0.0","","2","RHF","ANDROS"
"00741","00741","1","IMPORT","","0.0","","2","RHF","FORCHY"
"00742","00742","1","IMPORT","","0.0","","2","RHF","COATHALEM"
"00743","00743","1","IMPORT","","0.0","","2","RHF","MA BOULANGERE"
"00744","00744","1","IMPORT","","0.0","","2","RHF","B A S T E"
"00745","00745","1","IMPORT","","0.0","","2","RHF","GAMME COMPLENTAIRE"
"00747","00747","1","IMPORT","","0.0","","2","RHF","GAMME PRODUIT MARQUE"
"00748","00748","1","IMPORT","","0.0","","2","RHF","FROMAGERIE OCCITANE."
"00749","00749","1","IMPORT","","0.0","","2","RHF","EURIAL POITOURAINE.."
"00750","00750","1","IMPORT","","0.0","","2","RHF","THIOL ............"
"00751","00751","1","IMPORT","","0.0","","2","RHF","IDEA................"
"00752","00752","1","IMPORT","","0.0","","2","RHF","AUBRET.............."
"00753","00753","1","IMPORT","","0.0","","2","RHF","DIVERS TC GUADELOUP"
"00754","00754","1","IMPORT","","0.0","","2","RHF","DELPIERRE..........."
"00755","00755","1","ASP","","0.0","","2","RHF","NESTLE PRESTAT. MVI."
"00756","00756","1","IMPORT","","0.0","","2","RHF","SOGEDIAL DEPOT FROID"
"00757","00757","1","IMPORT","","0.0","","2","RHF","DOUX CONGELE ......."
"00758","00758","1","IMPORT","","0.0","","2","RHF","DAVIGEL SURGELE ...."
"00759","00759","1","IMPORT","","0.0","","2","RHF","BONDUELLE SURGELE .."
"00760","00760","1","IMPORT","","0.0","","2","RHF","FRITE 1ER PRIX +DIV"
"00761","00761","1","IMPORT","","0.0","","2","RHF","SEB CONGELE ........"
"00762","00762","1","IMPORT","","0.0","","2","RHF","PRODUIT DATEX REST"
"00763","00763","1","IMPORT","","0.0","","2","RHF","MAC CAIN SURGELE ..."
"00764","00764","1","IMPORT","","0.0","","2","RHF","VIVAGEL SURGELE ...."
"00765","00765","1","IMPORT","","0.0","","2","RHF","COTE DE PORC 1KG ET"
"00766","00766","1","IMPORT","","0.0","","2","RHF","OPTIVAL SURGELE ...."
"00767","00767","1","IMPORT","","0.0","","2","RHF","BROSSARD   SURGELES."
"00768","00768","1","IMPORT","","0.0","","2","RHF","DAREGAL SURGELE ...."
"00769","00769","1","IMPORT","","0.0","","2","RHF","PROD SAISONNIER.(FIN"
"00770","00770","1","ASP","","0.0","","2","RHF","APPRO LOCAL DEPOT FRAIS"
"00771","00771","1","ASP","","0.0","","2","RHF","APPRO. LOCAL DEPOT 3"
"00772","00772","1","IMPORT","","0.0","","2","RHF","ATELIER DEPOT 3 ...."
"00773","00773","1","IMPORT","","0.0","","2","RHF","ABCHEE CONGELE ....."
"00774","00774","1","IMPORT","","0.0","","2","RHF","INTERNAT. CONGELE..."
"00775","00775","1","IMPORT","","0.0","","2","RHF","PRODUIT DE LA MER(NE"
"00776","00776","1","IMPORT","","0.0","","2","RHF","HOA NAM (PRODUIT CHI"
"00777","00777","1","IMPORT","","0.0","","2","RHF","ABCHEE FRAIS........"
"00778","00778","1","IMPORT","","0.0","","2","RHF","ETS  BOIRON (GAMME R"
"00779","00779","1","IMPORT","","0.0","","2","RHF","PATISSERIE HOLDER (S"
"00780","00780","1","IMPORT","","0.0","","2","RHF","DIVERS/AVION"
"00781","00781","1","IMPORT","","0.0","","2","RHF","POMONA.............."
"00782","00782","1","IMPORT","","0.0","","2","RHF","RAMON"
"00783","00783","1","IMPORT","","0.0","","2","RHF","STALAVEN/AVION"
"00784","00784","1","IMPORT","","0.0","","2","RHF","BONGRAIN/EXPORT"
"00785","00785","1","IMPORT","","0.0","","2","RHF","AOSTE/AVION"
"00786","00786","1","IMPORT","","0.0","","2","RHF","RFD-FMI/AVION"
"00787","00787","1","IMPORT","","0.0","","2","RHF","DELPEYRAT"
"00788","00788","1","IMPORT","","0.0","","2","RHF","LABEYRIE"
"00789","00789","1","IMPORT","","0.0","","2","RHF","FLECHARD/AVION"
"00790","00790","1","IMPORT","","0.0","","2","RHF","SOGEDIAL"
"00791","00791","1","IMPORT","","0.0","","2","RHF","TALLEC"
"00792","00792","1","IMPORT","","0.0","","2","RHF","WEST POINT"
"00793","00793","1","IMPORT","","0.0","","2","RHF","MONTFORT"
"00794","00794","1","IMPORT","","0.0","","2","RHF","KRITSEN"
"00795","00795","1","IMPORT","","0.0","","2","RHF","CHARCUTERIE LE COUED"
"00796","00796","1","IMPORT","","0.0","","2","RHF","PAN FISH FRANCE"
"00797","00797","1","IMPORT","","0.0","","2","RHF","CHARLES AMAND"
"00798","00798","1","IMPORT","","0.0","","2","RHF","MONDIAL FRUITS SEC"
"00882","00882","1","IMPORT","","0.0","","2","RHF","GAMME X.GOURMET REST"
"00899","00899","1","IMPORT","","0.0","","2","RHF","SOGEDIAL LE HAVRE..."
"00920","00920","1","IMPORT","","0.0","","2","RHF","ISLAND-FOOD F&L....."
"00930","00930","1","IMPORT","","0.0","","2","RHF","ST DOMINGUE........."
"00941","00941","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00950","00950","1","IMPORT","","0.0","","2","RHF","CAMPINA............."
"00979","00979","1","IMPORT","","0.0","","2","RHF","SCAGEX/MARS BARRES G"
"00981","00981","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"00987","00987","1","ASP","","0.0","","2","RHF","NON DETERMINE................."
"01329","01329","1","ASP","","0.0","","2","RHF","NESTLE"
